age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Middle-Aged,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,None,None,Over-time,United-States,small
Young,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,High,None,Full-time,United-States,large
Young,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,None,None,Part-time,United-States,small
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,Columbia,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,High,Full-time,United-States,large
Senior,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Full-time,Mexico,small
Young,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Female,None,None,Full-time,United-States,small
Young,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Over-time,United-States,small
Young,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,None,None,Full-time,Laos,small
Middle-Aged,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,None,None,Full-time,Philippines,small
Young,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,Some-college,Divorced,Transport-moving,Own-child,White,Male,Low,None,Over-time,United-States,small
Young,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,None,None,Over-time,China,small
Young,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,None,None,Over-time,United-States,small
Young,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Exec-managerial,Own-child,White,Female,Low,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,small
Old,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,Full-time,United-States,small
Young,Private,12th,Never-married,Other-service,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,Full-time,United-States,small
Senior,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Part-time,United-States,small
Senior,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Over-time,United-States,small
Young,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Workaholic,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,None,Low,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,None,None,Over-time,United-States,small
Young,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,Low,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Part-time,United-States,small
Senior,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,None,None,Part-time,Poland,small
Young,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Separated,Sales,Unmarried,White,Female,None,None,Part-time,United-States,small
Young,Self-emp-inc,Some-college,Divorced,Adm-clerical,Own-child,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,None,None,Full-time,Italy,small
Middle-Aged,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,Mexico,small
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,Germany,small
Middle-Aged,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,5th-6th,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,None,None,Part-time,El-Salvador,small
Young,Private,Bachelors,Never-married,Sales,Own-child,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Full-time,United-States,small
Old,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Young,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,Canada,small
Middle-Aged,Private,Some-college,Never-married,Exec-managerial,Other-relative,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,None,Low,Full-time,United-States,small
Young,Private,9th,Never-married,Sales,Own-child,White,Female,None,None,Over-time,United-States,small
Young,Private,10th,Never-married,Other-service,Other-relative,White,Male,None,None,Full-time,Mexico,small
Middle-Aged,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,High,None,Full-time,United-States,large
Senior,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Over-time,United-States,large
Senior,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Old,Self-emp-not-inc,1st-4th,Divorced,Craft-repair,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,None,Full-time,El-Salvador,small
Middle-Aged,State-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,None,None,Full-time,United-States,small
Old,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,Low,None,Full-time,United-States,small
Young,Private,10th,Never-married,Sales,Own-child,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Other-service,Other-relative,White,Male,None,None,Over-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Workaholic,United-States,small
Young,Private,Some-college,Never-married,Priv-house-serv,Own-child,White,Female,None,None,Part-time,United-States,small
Senior,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male,None,None,Full-time,United-States,small
Young,Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Low,Full-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Workaholic,United-States,small
Senior,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,None,None,Full-time,Germany,small
Middle-Aged,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,Over-time,United-States,small
Young,Private,Some-college,Never-married,Sales,Own-child,Black,Female,None,None,Part-time,United-States,small
Young,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,None,High,Full-time,United-States,large
Senior,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,Low,None,Full-time,United-States,small
Middle-Aged,Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Female,None,None,Part-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,Black,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
